8.678348780861412370e-01;-6.672390367742141448e-01;-5.241750278142275343e-01;3.661165716219824118e-01
7.816900070812302648e-01;-5.953999857013613228e-01;5.744532881830011206e-01;5.220787925436499999e-02
3.768871132012069358e-01;-7.864461437212414419e-01;7.552470912989325269e-01;7.211866195568249205e-02
1.126039758893968123e+00;3.895484823872484847e-01;8.923144577496160412e-01;-4.005515793408576976e-03
1.030510386706281256e+00;-7.889571966927626523e-01;7.964845896259571401e-01;-1.450522519474094219e-01
-5.383601328474065667e-02;-2.715669797719324485e-01;8.145853338042155500e-02;6.753244940654963280e-01
8.963120517326705894e-01;-4.730778253432377789e-01;5.504886167105034200e-01;-1.053576312113923552e-01
8.862703605020149089e-01;-4.581226979101068464e-01;6.873764393105997739e-01;3.728071814354443347e-01
1.030446913390399982e-01;-1.054768387638494564e+00;1.159346374940406932e+00;3.995855401155404274e-01
1.456835131213806700e-01;-1.022523670515109506e+00;3.269042390353078531e-01;3.514567097074757229e-01
8.423958713609521753e-01;-6.870745452490401028e-01;2.093478891192646629e-01;1.260234973500836027e-02
-3.846061685299573957e-02;1.489758838292469800e-01;1.323216316980167617e+00;-1.755840597286119908e-01
1.252314275378781261e+00;-5.465731985683023320e-01;6.086133720302598915e-01;-6.365785820406978136e-03
6.766633025304131799e-01;5.373128704136358458e-01;1.091013533858502527e-01;4.436032277147693437e-01
2.783641993975852769e-01;-4.859264469671940589e-01;1.922230571676713407e+00;-3.921784295864618741e-01
-3.269107791995742307e-01;-3.409359764442060348e-01;1.035947121230693518e-01;9.486877408651828159e-01
1.169039105902840658e+00;1.045274809740537880e-01;-1.765736648478019033e-01;2.704644164081275726e-01
-5.607212957441651824e-01;-2.384725288799920406e-01;7.369045213745130107e-01;7.084723099568912552e-01
-5.854489685342504357e-01;-1.650485940216439795e+00;1.266385969073872686e-01;8.097947586343231530e-01
1.726089220663851453e-01;-7.564433934934771120e-01;8.850832121701347477e-01;6.180796630171268152e-02
3.042461425789512730e-01;-7.893450489309143669e-02;-9.513422608037129524e-02;8.512158733041403913e-01
2.549215514080808154e-01;-9.912424754768422996e-01;5.137086261623472483e-01;2.751302146960442618e-01
9.740918947864744826e-02;-6.587757903532468484e-01;1.288895611660741958e+00;4.899239958319108468e-02
5.273848351718279925e-01;-2.881393461730307748e-01;9.909348032195101075e-01;1.032508046806637769e-01
-7.164632638693789468e-02;4.594373702284585970e-01;-4.732347698260600671e-02;1.371228096374043082e+00
8.056236390362863098e-01;2.920793912110011825e-02;4.129489031680264599e-01;1.308222066738892186e-01
-1.836387393986069552e-03;-6.721977138546566533e-01;1.373508471181006163e+00;-1.788700394213899314e-01
7.556968574445865894e-01;-1.497680483311808475e-01;-2.682272607844877338e-02;2.950616586737754288e-01
-1.519522427844567369e-01;5.262603876511736667e-01;6.451168534617712780e-01;1.180936476253312106e+00
1.775888621310746374e-01;8.949187259081071710e-01;3.652583821105741535e-01;1.035938262073470950e+00
8.506509537609764360e-01;-8.534147973148098476e-01;8.072767185602213180e-01;-2.057959793951563421e-01
-3.475033856586100534e-01;1.146546499786687962e-01;2.089868663685256200e-01;1.144273605631469515e+00
-1.025524627208505707e-01;-1.622272074724954993e-02;-7.678731398949013853e-02;-1.392325240489138416e-01
1.133602589341681677e+00;-2.247749724246428937e-01;-7.735982275561303911e-01;4.718080856224824426e-01
7.462654204254077772e-01;2.878631003435345170e-01;4.006371199073003875e-01;5.589899077003829264e-01
5.449401972719309928e-01;3.455478080711535394e-01;1.720968965211143453e-01;5.593558234202533619e-01
1.095649239848537071e-01;-4.716309741190247706e-01;1.305012434035764946e-01;-6.170547328974577139e-01
5.907279688733658718e-01;-6.461406080478206970e-01;9.587520706098399126e-01;-6.463143175704468835e-01
6.589473921742587947e-01;-1.486295616297420297e-01;-1.341702729196131150e-01;5.097542326784809674e-01
6.598467615355783078e-01;6.201953834521860554e-01;6.997388203880638979e-01;6.020247944161322140e-01
5.172659412619584618e-01;6.781423326308739785e-01;1.687681173209580887e-01;7.086376179880704562e-01
-8.920360886589261129e-02;-2.567124054340560457e-01;2.683226356359921794e-01;1.044711253943421791e+00
4.955353652553641797e-01;3.031939339563571312e-01;5.864784756162003676e-01;4.307238257214157096e-01
-4.027093517609548479e-01;-6.627946122558656672e-01;8.671029919470780722e-01;3.053615194325962623e-01
-1.303893609872887605e-01;4.103249663050245744e-01;-8.214644456120930027e-02;1.238227358946479839e+00
7.544986741073475001e-01;-3.290550838920549559e-01;7.097139709247869410e-01;8.831664012258685914e-02
-2.343181278473027151e-01;-5.164117138979309463e-01;1.623143252612826992e-02;8.877603169259165039e-01
1.082300608982265322e+00;-4.689712768611307148e-01;6.772767986789464123e-01;-1.099496748899376070e-01
2.804319891423510125e-01;-4.887535086841292564e-01;7.327656321976825371e-01;3.237773016351866984e-01
-7.769445641255837143e-02;-1.090215923763629136e-01;-1.485931912661460699e-02;7.069603831150761408e-01
-1.298505328736182965e-05;-5.738527708495257248e-04;-5.464563606458354211e-04;-3.646308971855708554e-04
